property_type,sector,price,bedRoom,bathroom,agePossession,built_up_area,servant room,furnishing_type,luxury_category
0,sector 95,0.41,2.0,2.0,new,670.0,0.0,1.0,1
0,sector 109,1.38,3.0,3.0,old,2419.0,0.0,0.0,0
0,sector 107,1.01,2.0,2.0,new,1200.0,0.0,0.0,1
1,sector 48,4.75,7.0,7.0,old,2340.0,0.0,1.0,0
0,sector 58,2.2,2.0,2.0,new,1528.0,0.0,1.0,0
1,sector 57,8.0,5.0,4.0,new,2700.0,1.0,0.0,0
0,sector 102,1.82,3.0,4.0,old,1757.0,1.0,0.0,1
0,sector 65,2.75,4.0,4.0,new,1975.0,1.0,1.0,1
0,sector 53,8.25,3.0,4.0,under construction,2661.0,1.0,2.0,0
0,manesar,0.64,3.0,2.0,old,1696.0,0.0,0.0,1
0,sector 69,1.7,3.0,3.0,new,1428.0,0.0,0.0,0
1,sector 26,4.0,4.0,3.0,new,8829.0,0.0,1.0,0
1,sector 43,9.5,5.0,5.0,new,2250.0,1.0,1.0,1
0,sector 91,0.89,2.0,2.0,new,1302.0,0.0,1.0,0
0,sector 108,2.9,3.0,4.0,new,2003.0,0.0,0.0,1
0,sector 104,0.4,2.0,2.0,new,515.0,0.0,0.0,0
0,sector 107,0.35,2.0,2.0,new,608.0,0.0,0.0,0
0,sector 85,1.18,2.0,2.0,new,1700.0,0.0,1.0,2
0,sector 90,1.25,4.0,4.0,new,2861.0,0.0,0.0,2
0,sector 102,2.1,3.0,4.0,new,1945.0,1.0,0.0,1
0,sector 37d,1.08,3.0,3.0,new,1700.0,0.0,0.0,2
0,sector 49,4.79,5.0,5.0,new,3724.0,1.0,0.0,0
0,sector 90,1.78,4.0,4.0,new,2005.0,0.0,0.0,1
0,sector 71,1.3,4.0,4.0,old,2127.0,1.0,0.0,1
0,sector 92,1.42,3.0,3.0,new,1738.0,0.0,0.0,1
0,sector 81,2.22,3.0,4.0,new,2407.0,1.0,1.0,2
0,sector 89,1.1,3.0,2.0,new,1550.0,0.0,0.0,0
1,sector 26,6.0,3.0,5.0,old,1800.0,0.0,1.0,0
0,sector 37d,1.0,3.0,3.0,old,1602.0,0.0,0.0,0
1,sector 3 phase 3 extension,0.85,1.0,1.0,old,1000.0,0.0,0.0,0
0,sector 70,1.65,3.0,4.0,new,1527.0,1.0,1.0,0
1,sohna road road,0.5,2.0,4.0,new,725.0,0.0,0.0,0
0,sector 108,2.95,3.0,4.0,new,2003.0,0.0,0.0,0
1,sector 4,1.9,4.0,3.0,old,211.0,0.0,1.0,0
0,sector 70a,1.6,4.0,4.0,new,1600.0,0.0,0.0,0
0,sector 90,1.76,4.0,4.0,new,2020.0,0.0,1.0,1
0,sector 92,0.78,2.0,2.0,new,1083.0,0.0,1.0,0
1,sector 2,4.95,6.0,5.0,new,2430.0,1.0,0.0,1
0,sector 70,1.66,3.0,5.0,new,1527.0,1.0,0.0,1
0,sector 11,0.36,2.0,2.0,new,699.0,0.0,0.0,0
0,sector 78,0.95,3.0,3.0,new,1730.0,0.0,1.0,1
1,sector 48,8.5,4.0,5.0,old,4000.0,1.0,1.0,0
0,sector 66,1.9,3.0,4.0,new,1850.0,1.0,1.0,2
0,sector 102,1.41,2.0,2.0,new,1238.0,0.0,0.0,0
1,sector 56,2.99,4.0,4.0,old,1449.0,1.0,1.0,0
0,sector 28,4.3,3.0,4.0,old,3133.0,1.0,0.0,0
0,sector 112,3.0,3.0,3.0,new,2600.0,0.0,1.0,0
0,sector 103,2.36,4.0,6.0,new,2729.0,1.0,1.0,2
1,sector 9,3.4,9.0,9.0,old,2628.0,0.0,1.0,1
1,sector 49,4.5,8.0,8.0,old,2880.0,1.0,2.0,2
0,sector 79,1.95,3.0,4.0,new,1659.0,1.0,0.0,0
0,sector 54,4.86,3.0,4.0,new,1875.0,1.0,1.0,0
0,sector 66,3.9,3.0,4.0,new,2200.0,0.0,0.0,0
0,sector 47,0.65,1.0,1.0,old,599.0,0.0,0.0,1
0,sector 36a,2.3,2.0,2.0,new,1479.0,0.0,0.0,1
0,sector 28,5.5,4.0,5.0,old,3406.0,1.0,1.0,0
1,sector 9,0.5,3.0,2.0,old,822.0,0.0,0.0,0
0,sector 79,1.45,2.0,2.0,new,1494.0,0.0,0.0,1
1,sector 26,20.0,5.0,7.0,new,4500.0,1.0,2.0,1
0,sector 33,1.7,3.0,3.0,under construction,1619.0,0.0,0.0,0
0,sector 43,2.35,3.0,3.0,old,1527.0,0.0,1.0,1
0,sector 108,2.15,3.0,4.0,new,4600.0,0.0,0.0,0
0,sector 70a,0.95,2.0,2.0,new,930.0,0.0,1.0,1
0,sector 91,1.8,3.0,3.0,new,2578.0,0.0,2.0,0
0,sector 102,1.4,3.0,3.0,new,1413.0,1.0,0.0,0
0,sector 66,4.5,5.0,5.0,new,3321.0,1.0,0.0,1
0,sector 69,1.4,3.0,3.0,new,1392.0,0.0,1.0,2
0,sector 81,2.21,3.0,3.0,new,1881.0,1.0,2.0,1
1,sector 2,4.0,4.0,4.0,old,2400.0,1.0,0.0,0
0,sector 110,4.1,5.0,5.0,new,3500.0,1.0,0.0,2
0,sector 108,1.65,3.0,4.0,old,1771.32,0.0,1.0,1
0,sector 109,2.2,3.0,4.0,new,1860.0,1.0,0.0,2
0,sector 53,7.4,4.0,4.0,under construction,2477.0,0.0,0.0,0
1,sector 7,6.5,3.0,2.0,old,4320.0,0.0,0.0,0
0,sector 77,1.25,3.0,4.0,new,1611.0,1.0,1.0,1
0,sector 112,0.7,2.0,2.0,new,1498.0,0.0,0.0,1
0,sector 33,1.4,3.0,3.0,under construction,588.0,0.0,0.0,1
0,sector 37d,1.72,3.0,3.0,new,1373.0,0.0,1.0,0
0,sector 65,5.9,3.0,3.0,new,3043.0,1.0,0.0,1
1,sector 43,1.95,3.0,4.0,new,1935.0,1.0,1.0,1
0,sector 90,1.25,3.0,3.0,new,1929.0,1.0,0.0,1
1,sohna road road,0.49,2.0,2.0,new,1150.0,0.0,0.0,0
0,sector 102,0.95,2.0,2.0,new,915.0,0.0,0.0,0
0,sector 77,2.1,3.0,3.0,new,1833.0,1.0,0.0,0
0,sector 37d,0.8,2.0,2.0,under construction,860.0,0.0,0.0,0
1,sector 13,1.25,10.0,6.0,old,115.0,0.0,0.0,0
0,sector 92,1.19,4.0,3.0,new,2533.0,1.0,0.0,1
1,sector 67,1.5,5.0,3.0,new,200.0,0.0,0.0,0
0,sector 59,5.0,4.0,4.0,new,4254.0,1.0,1.0,2
0,sector 33,1.55,3.0,3.0,new,1444.0,0.0,1.0,0
0,sohna road,1.3,3.0,3.0,new,1509.0,0.0,0.0,0
1,sector 12,6.0,9.0,9.0,old,9000.0,0.0,0.0,0
0,sector 85,1.75,3.0,3.0,new,1825.0,0.0,0.0,0
0,sector 71,0.98,3.0,3.0,old,1466.0,0.0,0.0,1
0,sector 38,2.1,4.0,4.0,old,1954.0,0.0,2.0,0
0,sector 86,1.55,3.0,3.0,new,1900.0,0.0,1.0,2
1,sector 70a,0.92,2.0,3.0,new,1319.0,0.0,0.0,2
0,sector 68,0.93,2.0,2.0,new,1200.0,0.0,0.0,0
0,sector 107,0.5,2.0,2.0,new,494.0,0.0,0.0,1
0,sector 12,0.72,2.0,2.0,new,1100.0,0.0,1.0,0
0,sector 69,1.75,4.0,4.0,new,1783.0,0.0,0.0,1
0,sector 91,1.65,4.0,4.0,old,2139.0,1.0,0.0,1
0,sector 70a,1.75,3.0,4.0,new,1706.0,0.0,2.0,0
0,gwal pahari,1.53,3.0,3.0,new,1589.0,0.0,1.0,1
0,sector 69,0.62,2.0,2.0,new,536.0,0.0,1.0,1
1,sector 46,4.5,6.0,6.0,old,1845.0,0.0,1.0,1
0,sector 37c,0.95,3.0,1.0,new,1820.0,0.0,0.0,0
0,sector 59,5.5,3.0,3.0,under construction,2738.0,1.0,0.0,0
0,sector 99,0.4,2.0,2.0,new,733.0,0.0,0.0,1
1,sohna road road,0.95,3.0,10.0,new,1065.0,0.0,0.0,0
0,sector 77,1.1,3.0,4.0,new,1829.0,1.0,0.0,0
0,sector 85,1.15,2.0,2.0,new,1263.0,0.0,0.0,1
0,sector 66,3.45,3.0,4.0,new,2000.0,1.0,1.0,1
0,sector 90,1.29,3.0,3.0,new,1817.0,1.0,0.0,2
0,sector 61,3.87,3.0,4.0,under construction,2250.0,1.0,0.0,1
0,sector 106,0.87,2.0,2.0,new,1120.0,0.0,0.0,2
1,sector 28,13.0,10.0,10.0,new,8056.0,0.0,0.0,0
0,sector 53,4.8,3.0,4.0,new,2895.0,0.0,0.0,1
0,sector 85,1.25,2.0,2.0,new,1934.0,0.0,1.0,0
0,sector 65,2.8,3.0,3.0,under construction,1867.0,0.0,0.0,1
0,sector 99a,0.32,2.0,2.0,new,473.0,0.0,0.0,1
0,sector 103,0.23,1.0,1.0,new,400.0,0.0,0.0,0
0,sector 76,1.92,3.0,3.0,under construction,1672.0,0.0,0.0,1
0,sector 48,1.38,3.0,3.0,new,1611.0,0.0,0.0,1
0,sector 33,1.35,3.0,2.0,new,1409.0,0.0,0.0,0
0,sohna road,0.34,2.0,2.0,new,699.0,0.0,0.0,0
1,sector 43,5.8,6.0,6.0,new,1935.0,1.0,1.0,0
1,sector 72,8.6,4.0,5.0,new,7000.0,0.0,1.0,0
1,sector 23,2.9,4.0,4.0,new,2500.0,1.0,1.0,0
0,sector 43,3.8,3.0,3.0,old,2450.0,1.0,1.0,1
0,sector 85,1.75,3.0,4.0,new,2179.0,1.0,0.0,0
0,sector 84,0.85,2.0,2.0,new,1222.0,0.0,0.0,0
1,sector 25,4.31,5.0,4.0,old,1350.0,0.0,0.0,0
0,sector 104,2.5,4.0,4.0,new,2851.0,1.0,0.0,0
1,sector 48,5.0,7.0,7.0,old,2340.0,0.0,1.0,0
0,sector 92,1.5,3.0,3.0,new,1738.0,0.0,0.0,0
0,sohna road,0.26,2.0,2.0,new,640.0,0.0,0.0,1
0,sector 83,1.25,3.0,2.0,new,1654.0,1.0,2.0,2
0,sector 70a,1.34,2.0,2.0,new,1180.0,0.0,1.0,1
0,sector 95,0.4,2.0,2.0,under construction,661.0,0.0,0.0,0
0,sector 65,2.29,2.0,2.0,under construction,1592.0,0.0,0.0,0
0,sector 78,0.69,2.0,2.0,old,1422.0,0.0,0.0,1
0,sector 37d,1.4,3.0,3.0,new,1711.0,0.0,1.0,1
0,sohna road,0.53,2.0,2.0,new,913.0,0.0,0.0,2
1,sector 39,15.0,5.0,5.0,old,4500.0,1.0,1.0,0
0,sector 79,2.5,3.0,3.0,new,2244.0,0.0,0.0,0
1,sector 45,16.0,6.0,7.0,new,4500.0,1.0,1.0,1
0,sector 52,0.29,1.0,1.0,old,278.0,0.0,1.0,0
0,sector 102,2.5,3.0,4.0,new,1945.0,1.0,1.0,1
0,sector 65,3.0,3.0,3.0,under construction,1828.0,0.0,0.0,1
0,sector 83,1.42,3.0,3.0,new,1972.0,0.0,1.0,1
0,sector 102,1.99,2.0,2.0,new,1145.0,0.0,0.0,2
0,sector 71,1.0,3.0,3.0,new,1344.0,0.0,1.0,0
1,sector 70a,2.1,3.0,2.0,new,667.0,0.0,0.0,0
0,sector 79,0.9,2.0,2.0,new,1295.0,0.0,0.0,0
1,sector 28,10.5,5.0,6.0,new,3240.0,1.0,1.0,2
0,sector 85,1.05,2.0,2.0,new,1484.0,0.0,0.0,0
1,sector 24,2.6,4.0,4.0,new,1080.0,0.0,2.0,0
0,sector 70a,1.25,2.0,2.0,new,1402.0,0.0,0.0,0
0,sector 86,1.25,3.0,4.0,new,1747.0,1.0,0.0,1
1,sector 9,0.6,3.0,3.0,new,558.0,0.0,0.0,0
0,sector 85,1.25,2.0,2.0,new,1426.0,0.0,0.0,2
1,sector 28,8.4,4.0,4.0,new,2430.0,1.0,1.0,1
1,sector 50,11.0,4.0,4.0,old,2700.0,1.0,1.0,1
0,sector 37c,0.4,2.0,2.0,under construction,756.0,0.0,0.0,1
0,sector 109,1.7,3.0,3.0,old,1550.0,0.0,0.0,0
1,sector 41,7.0,7.0,7.0,old,2475.0,1.0,2.0,2
0,sector 81,2.7,3.0,3.0,new,2343.0,1.0,1.0,0
0,sector 83,1.42,4.0,4.0,new,2000.0,1.0,0.0,1
0,sector 109,1.4,3.0,3.0,new,1584.0,0.0,0.0,1
0,sohna road,0.28,2.0,2.0,new,588.0,0.0,0.0,0
0,sector 70,2.35,4.0,4.0,old,2667.0,1.0,1.0,1
0,manesar,0.91,3.0,3.0,old,1900.0,1.0,0.0,0
0,sector 107,1.65,4.0,5.0,new,2505.0,1.0,0.0,0
1,sector 11,0.9,2.0,4.0,old,900.0,0.0,0.0,0
1,sector 9a,4.5,9.0,9.0,new,3150.0,0.0,1.0,0
0,sector 71,1.1,3.0,3.0,new,1466.0,0.0,0.0,1
0,sector 92,1.1,3.0,2.0,new,2350.0,0.0,0.0,0
1,sector 109,6.5,4.0,4.0,new,5400.0,1.0,1.0,2
0,sector 70,1.78,3.0,3.0,new,1765.0,1.0,0.0,0
1,sector 43,14.0,9.0,9.0,old,3510.0,1.0,0.0,0
0,sector 95,0.46,2.0,2.0,new,809.0,0.0,0.0,1
0,sohna road,0.78,3.0,3.0,new,1344.0,0.0,0.0,2
1,sector 55,2.8,4.0,4.0,old,1500.0,0.0,0.0,0
0,sector 85,1.83,3.0,3.0,under construction,2032.0,0.0,0.0,1
1,sector 25,10.85,6.0,6.0,new,2844.0,0.0,1.0,1
1,sector 43,2.55,3.0,3.0,new,1935.0,0.0,1.0,1
0,sector 85,1.09,2.0,2.0,new,1638.0,0.0,0.0,2
0,sector 110,3.3,4.0,5.0,new,3032.0,1.0,0.0,1
0,sector 95,0.38,2.0,2.0,new,716.0,0.0,0.0,1
0,sector 66,2.7,4.0,4.0,new,2501.0,1.0,0.0,0
0,sector 89,1.1,3.0,1.0,new,1103.0,0.0,0.0,0
1,sector 55,1.45,1.0,4.0,new,60.0,0.0,0.0,1
0,sector 102,4.55,4.0,4.0,new,4630.0,0.0,1.0,1
0,sector 105,0.42,3.0,2.0,new,1111.0,0.0,0.0,0
0,sector 104,1.58,2.0,3.0,new,1538.0,1.0,0.0,1
1,sector 56,8.0,10.0,10.0,new,8286.0,1.0,2.0,1
0,sector 112,3.29,3.0,3.0,new,2225.56,1.0,1.0,2
1,sector 12,6.0,4.0,6.0,old,1710.0,0.0,0.0,0
1,sector 26,5.5,4.0,4.0,old,1800.0,1.0,0.0,1
1,sector 50,7.1,3.0,3.0,old,2259.0,1.0,0.0,0
0,sector 111,3.5,4.0,5.0,new,2700.0,1.0,1.0,0
1,sector 66,12.0,4.0,4.0,new,3240.0,1.0,1.0,2
0,sector 102,2.12,3.0,3.0,new,1571.0,0.0,0.0,1
0,sohna road,0.35,2.0,2.0,new,528.0,0.0,0.0,1
0,sector 102,3.0,4.0,4.0,new,3178.0,0.0,1.0,1
1,sector 26,18.0,5.0,4.0,old,4518.0,1.0,1.0,1
0,sector 113,2.9,4.0,4.0,under construction,2553.0,1.0,0.0,0
0,sector 70,1.13,3.0,3.0,under construction,1457.0,0.0,0.0,0
1,sector 56,3.6,5.0,5.0,old,1449.0,0.0,0.0,0
0,sector 66,3.0,3.0,3.0,new,1950.0,1.0,0.0,1
0,sohna road,0.65,2.0,2.0,new,822.0,0.0,0.0,1
0,sector 85,0.88,3.0,3.0,new,1344.0,0.0,0.0,1
0,sector 103,1.15,2.0,2.0,new,1080.0,0.0,1.0,2
0,sector 81,1.15,3.0,2.0,new,1463.0,0.0,1.0,1
0,sector 108,1.02,2.0,3.0,new,1283.0,0.0,0.0,1
0,sector 110,1.65,2.0,2.0,under construction,1279.0,0.0,0.0,0
0,sector 113,1.75,2.0,2.0,new,1424.0,0.0,0.0,1
0,sector 90,1.65,4.0,4.0,new,1900.0,0.0,0.0,1
0,sector 70a,1.2,2.0,2.0,old,1285.0,0.0,0.0,0
0,sector 52,1.4,3.0,3.0,new,2556.0,0.0,1.0,1
0,sohna road,0.25,2.0,2.0,new,535.0,0.0,0.0,1
0,sector 90,0.65,2.0,2.0,old,1176.0,0.0,0.0,1
0,sector 84,1.15,2.0,2.0,new,1361.0,0.0,1.0,0
0,sector 88a,1.38,3.0,3.0,new,2296.0,1.0,0.0,1
0,sector 102,1.45,3.0,3.0,new,1493.0,1.0,0.0,2
0,sector 77,1.9,3.0,4.0,new,1582.0,1.0,1.0,0
0,sector 86,1.3,4.0,6.0,new,2521.0,1.0,0.0,1
1,sector 48,5.5,3.0,6.0,old,2592.0,1.0,1.0,1
1,sector 48,7.69,4.0,5.0,old,3195.0,1.0,1.0,1
0,sector 85,1.2,3.0,4.0,new,1650.0,1.0,0.0,0
0,sector 77,1.5,3.0,3.0,new,1310.0,0.0,1.0,1
0,sector 37c,1.0,3.0,3.0,under construction,1697.0,0.0,0.0,1
0,sector 63,7.8,4.0,4.0,new,3950.0,0.0,0.0,1
0,sector 66,1.85,2.0,3.0,new,1470.0,1.0,1.0,1
0,sector 65,6.1,3.0,3.0,old,3027.0,1.0,1.0,2
1,sector 106,5.6,5.0,4.0,new,4000.0,1.0,0.0,2
0,sector 79,1.72,3.0,4.0,new,1695.0,1.0,0.0,2
0,sector 102,1.92,3.0,3.0,new,2222.0,1.0,0.0,1
0,sector 95,0.37,3.0,2.0,new,716.0,0.0,1.0,1
0,sector 22,1.99,2.0,2.0,new,1285.0,0.0,0.0,0
0,sector 45,2.4,3.0,3.0,new,195.0,1.0,1.0,0
0,sector 104,1.75,3.0,4.0,new,2036.0,1.0,1.0,0
0,sector 65,3.5,4.0,4.0,new,1975.0,1.0,0.0,1
0,sector 90,1.19,3.0,3.0,new,1562.0,0.0,0.0,1
0,sector 43,2.1,3.0,3.0,old,1233.0,0.0,1.0,1
1,sector 41,1.65,1.0,1.0,old,1200.0,0.0,0.0,0
0,sector 54,11.0,4.0,6.0,new,2826.0,1.0,2.0,1
0,sector 56,0.6,1.0,1.0,old,543.0,0.0,0.0,0
0,sector 33,1.62,3.0,4.0,new,129.42,1.0,0.0,1
0,sector 37d,1.1,3.0,3.0,under construction,1389.0,0.0,0.0,0
0,sector 104,2.65,4.0,4.0,new,2898.0,1.0,0.0,0
0,sector 83,1.76,3.0,3.0,new,1600.0,1.0,1.0,2
1,sohna road road,6.25,3.0,3.0,old,9000.0,0.0,0.0,0
0,sector 77,0.75,2.0,2.0,new,1180.0,0.0,1.0,2
0,sector 89,0.75,2.0,2.0,old,1032.0,0.0,0.0,0
1,sector 25,15.5,5.0,6.0,old,4518.0,1.0,0.0,1
1,sector 66,11.0,5.0,6.0,new,3240.0,1.0,1.0,2
1,sector 26,4.5,5.0,5.0,old,1350.0,0.0,0.0,0
0,sector 22,4.3,3.0,4.0,new,2600.0,1.0,2.0,1
0,sector 69,1.72,4.0,4.0,new,1783.0,0.0,0.0,1
0,sector 89,0.88,2.0,2.0,new,1103.0,0.0,0.0,0
1,sector 14,7.5,3.0,3.0,old,4518.0,1.0,1.0,0
0,sector 68,1.45,3.0,2.0,new,1365.0,0.0,0.0,0
0,sector 69,2.05,4.0,4.0,new,1889.0,0.0,0.0,2
0,sector 33,1.2,2.0,2.0,under construction,1492.0,0.0,0.0,1
1,sector 109,12.5,5.0,6.0,new,4500.0,1.0,0.0,1
0,sector 93,1.25,4.0,4.0,new,2105.0,0.0,0.0,0
1,sector 48,5.15,5.0,7.0,old,2727.0,1.0,1.0,1
0,sector 72,4.0,4.0,5.0,new,2701.0,1.0,1.0,2
0,sector 65,5.0,3.0,3.0,new,2800.0,1.0,1.0,2
0,sector 77,2.1,3.0,4.0,new,1600.0,1.0,1.0,1
1,sector 7,1.15,5.0,3.0,old,1350.0,0.0,0.0,0
1,sector 48,4.95,7.0,7.0,old,2403.0,1.0,1.0,1
0,sector 70a,1.3,2.0,2.0,old,1426.0,0.0,1.0,0
1,sector 82,3.2,3.0,4.0,new,2160.0,1.0,0.0,1
0,sector 79,0.96,2.0,2.0,new,1012.0,0.0,0.0,0
0,sector 79,1.3,3.0,3.0,new,1215.0,0.0,0.0,2
0,sector 107,0.25,1.0,1.0,new,318.0,0.0,0.0,1
0,sector 95,1.1,4.0,3.0,new,2824.0,1.0,0.0,0
0,sector 108,2.4,2.0,2.0,new,1250.0,0.0,1.0,1
0,sector 109,2.1,3.0,4.0,new,2100.0,1.0,1.0,2
0,sector 24,4.25,3.0,4.0,old,3201.0,1.0,1.0,1
0,sector 77,1.64,4.0,3.0,new,1765.0,1.0,0.0,1
0,sector 65,1.3,2.0,2.0,new,812.0,0.0,0.0,1
1,sector 43,2.75,3.0,3.0,old,1080.0,0.0,0.0,0
1,sector 6,0.66,3.0,2.0,old,612.0,0.0,0.0,0
1,sector 109,6.1,5.0,6.0,old,2430.0,1.0,0.0,0
0,sector 43,2.5,3.0,3.0,new,195.0,0.0,0.0,0
0,sector 102,1.3,2.0,2.0,new,1009.0,0.0,0.0,1
0,sector 81,2.25,3.0,3.0,new,1600.0,1.0,2.0,0
0,sector 104,2.65,3.0,4.0,new,2090.0,1.0,1.0,2
0,sector 99a,0.3,2.0,2.0,new,600.0,0.0,0.0,0
0,sector 33,1.25,2.0,2.0,under construction,1385.0,0.0,0.0,1
1,sector 3,0.55,2.0,2.0,old,810.0,0.0,0.0,0
0,sector 69,1.7,4.0,4.0,new,1783.0,0.0,0.0,1
1,sector 105,0.65,3.0,2.0,new,720.0,0.0,0.0,0
1,sector 48,6.0,4.0,4.0,old,2700.0,1.0,0.0,1
0,sector 108,2.28,4.0,5.0,new,2515.0,0.0,0.0,1
1,sector 26,12.5,5.0,5.0,old,3240.0,1.0,1.0,1
0,sector 3,1.35,2.0,2.0,old,1056.0,0.0,0.0,1
0,sohna road,0.88,2.0,2.0,new,1016.0,0.0,2.0,1
0,sector 69,1.55,3.0,3.0,new,1428.0,0.0,1.0,1
0,sector 89,1.32,3.0,3.0,under construction,867.0,0.0,0.0,0
0,sector 108,3.95,4.0,5.0,new,2343.0,0.0,0.0,1
0,sector 81,4.5,4.0,6.0,new,3801.0,1.0,1.0,0
0,sector 11,0.33,2.0,2.0,new,761.0,0.0,0.0,0
1,sector 26,4.5,3.0,3.0,old,1350.0,0.0,1.0,1
1,sector 11,3.08,6.0,4.0,old,2700.0,0.0,0.0,0
0,sector 113,3.35,4.0,4.0,new,2991.0,1.0,0.0,2
0,new,0.67,2.0,2.0,new,1086.0,0.0,0.0,0
1,sector 50,13.2,6.0,6.0,old,4861.0,0.0,0.0,0
0,sector 49,2.0,4.0,3.0,old,2492.0,0.0,0.0,1
0,sector 53,4.8,3.0,4.0,new,2500.0,1.0,1.0,2
0,sohna road,0.85,2.0,2.0,new,978.0,0.0,0.0,1
0,sector 83,0.98,2.0,2.0,new,1300.0,0.0,1.0,1
0,sector 62,7.15,4.0,5.0,new,3925.0,1.0,1.0,2
0,sector 79,1.2,3.0,3.0,new,1165.0,0.0,1.0,2
0,sector 83,0.85,2.0,2.0,old,1100.0,0.0,1.0,1
0,sector 33,0.95,2.0,2.0,under construction,1253.0,0.0,0.0,0
0,sector 61,2.1,3.0,3.0,new,1592.0,0.0,1.0,0
0,sector 56,1.39,3.0,2.0,old,1750.0,1.0,1.0,1
1,sector 109,12.0,5.0,6.0,new,7000.0,1.0,1.0,2
1,sector 3,1.5,3.0,3.0,old,210.0,0.0,0.0,0
0,sector 61,1.47,2.0,2.0,under construction,1278.0,0.0,0.0,0
0,sector 82,1.15,3.0,4.0,new,1620.0,1.0,1.0,1
0,sector 89,0.65,2.0,2.0,under construction,1390.0,0.0,0.0,0
1,sector 50,11.5,5.0,6.0,old,3240.0,0.0,0.0,0
1,sector 39,1.7,2.0,2.0,old,900.0,1.0,0.0,0
0,sector 37d,1.36,3.0,3.0,under construction,1535.0,0.0,0.0,0
0,sector 92,1.22,4.0,3.0,under construction,2093.0,1.0,0.0,1
0,sector 33,1.07,2.0,2.0,under construction,1253.0,0.0,0.0,1
0,sector 28,3.0,3.0,5.0,old,2590.0,0.0,0.0,0
1,sector 92,0.75,2.0,2.0,new,959.0,0.0,0.0,0
1,sector 4,1.1,3.0,4.0,old,990.0,0.0,0.0,0
0,sector 70a,1.1,2.0,2.0,new,1312.0,0.0,0.0,0
0,sector 28,6.0,3.0,3.0,old,2983.0,1.0,0.0,0
1,sector 2,2.55,3.0,3.0,old,1557.0,0.0,0.0,0
0,sector 112,5.6,4.0,6.0,old,3662.34,1.0,1.0,2
0,sector 86,1.59,3.0,3.0,new,1700.0,0.0,1.0,2
1,sector 28,0.7,2.0,2.0,old,864.0,0.0,0.0,0
0,sohna road,0.75,2.0,2.0,old,1350.0,0.0,0.0,1
1,sector 109,6.25,5.0,7.0,new,6228.0,1.0,0.0,1
0,sector 113,2.4,3.0,4.0,new,1940.0,1.0,0.0,0
0,sector 86,0.5,2.0,2.0,old,573.0,0.0,0.0,0
1,sector 25,10.75,9.0,9.0,old,3600.0,1.0,0.0,1
0,sector 81,4.45,4.0,4.0,new,3850.0,1.0,1.0,0
0,sector 95,0.55,3.0,2.0,new,866.0,0.0,2.0,0
0,sector 72,4.1,4.0,5.0,new,2629.0,1.0,0.0,1
0,sohna road,0.72,2.0,2.0,new,1404.0,0.0,0.0,2
0,sector 56,1.7,3.0,2.0,old,1585.0,0.0,0.0,1
1,sector 109,9.4,5.0,6.0,new,3600.0,1.0,1.0,1
1,sector 105,0.5,2.0,2.0,old,100.0,0.0,0.0,0
0,sohna road,0.25,1.0,1.0,new,600.0,0.0,0.0,0
0,sector 37c,1.25,3.0,3.0,new,1563.0,0.0,0.0,0
0,sector 112,5.2,4.0,6.0,new,3655.35,1.0,1.0,2
0,sector 99,0.82,2.0,2.0,new,1365.0,0.0,0.0,1
0,sector 43,2.75,3.0,4.0,old,2222.0,1.0,1.0,0
0,sector 113,1.9,3.0,2.0,new,1285.0,0.0,1.0,2
0,sector 92,1.0,4.0,4.0,new,2093.0,0.0,0.0,0
0,sector 103,0.3,1.0,2.0,new,402.0,0.0,0.0,0
0,sector 49,2.51,3.0,3.0,old,2061.0,0.0,1.0,1
0,sector 78,0.75,2.0,2.0,old,1239.0,0.0,0.0,0
0,sohna road,2.6,2.0,2.0,new,4986.0,0.0,0.0,0
0,sector 63a,1.55,2.0,2.0,under construction,1167.0,0.0,0.0,0
0,sector 63,8.5,4.0,4.0,new,3950.0,0.0,0.0,1
1,sector 33,9.5,6.0,6.0,old,4914.0,0.0,1.0,0
1,sector 103,2.25,3.0,5.0,new,3534.0,0.0,0.0,0
0,sector 67,2.8,3.0,3.0,new,2048.0,0.0,2.0,2
0,sector 68,1.02,2.0,2.0,new,1250.0,0.0,1.0,0
0,sector 104,1.25,3.0,4.0,new,1669.0,1.0,0.0,1
0,sector 107,0.27,2.0,2.0,new,543.0,0.0,0.0,0
0,sector 63a,1.4,2.0,2.0,under construction,1372.0,0.0,0.0,0
0,new sector 2,1.6,2.0,2.0,new,73.0,0.0,0.0,0
0,sohna road,0.24,1.0,1.0,new,378.0,0.0,0.0,1
0,gwal pahari,5.9,4.0,4.0,new,4842.0,1.0,1.0,2
1,sector 2,0.4,2.0,2.0,new,583.0,0.0,0.0,0
0,sector 89,1.13,3.0,3.0,under construction,1473.0,0.0,0.0,1
1,sector 69,2.95,4.0,3.0,new,1800.0,0.0,2.0,1
0,sector 89,0.9,2.0,2.0,new,998.0,0.0,0.0,1
0,sector 90,1.51,4.0,4.0,new,2362.0,1.0,1.0,1
0,sector 84,1.05,4.0,4.0,new,1896.0,0.0,0.0,1
0,sector 67,3.65,3.0,4.0,new,2490.0,1.0,1.0,1
0,sector 74,1.54,2.0,2.0,new,1200.0,0.0,0.0,1
0,sohna road,0.38,2.0,2.0,new,602.0,0.0,0.0,0
0,sector 95,0.57,2.0,2.0,new,1364.0,0.0,0.0,0
